altmetric_id,title,country,tiers
the_fish_site,"The Fish Site",US,tier3
the_ecologist,"The Ecologist",US,tier3
laboratory_equipment,"Laboratory Equipment ",US,tier3
cp24,Cp24,CA,tier2
rtcc_org,rtcc.org,US,tier3
infrastructure_news,"Infrastructure News ",WS,tier3
med_device_online,"Med Device Online ",US,tier3
biotech_tutorial,"Biotech Tutorial",US,tier3
northern_voices_online,"Northern Voices Online ",IN,tier3
breaking_energy,"Breaking Energy",US,tier3
sustainable_business,"Sustainable Business ",US,tier3
inside_energy,"Inside Energy",US,tier3
help_me_out_doc_news,"Help Me Out Doc News",US,tier3
politico_magazine,"Politico Magazine ",US,tier3
pediatric_news,"Pediatric News ",US,tier3
gastroenterology_update,"Gastroenterology update ",AU,tier3
econews_gr,econews.gr,GR,tier3
statesmen_gr,Statesmen.gr,GR,tier2
stars_and_stripes,"Stars and Stripes ",US,tier3
lohud_com,Lohud.com,US,tier3
hospitalist_news,"Hospitalist News ",US,tier3
rheumatology_news,"Rheumatology News ",US,tier3
vice_news_uk,"Vice News UK ",GB,tier3
inside_science,"Inside Science",US,tier3
nola_new_orleans_local_news,"NOLA - New Orleans Local News",US,tier2
down_to_earth_india,"Down to Earth India ",IN,tier3
maine_news,"Maine News ",US,tier3
knack_be,"Knack.be ",BE,tier2
aargauer_zeitung,"Aargauer Zeitung ",CH,tier2
bieler_tagblatt,"Bieler Tagblatt",CH,tier2
tagblatt,Tagblatt,CH,tier2
suedostschweiz_ch,Suedostschweiz.ch,CH,tier2
tageswoche,"TagesWoche ",CH,tier2
general_anzeiger,"General Anzeiger ",DE,tier2
20minutes,20minutes,FR,tier2
24_heures,"24 Heures ",CH,tier2
le_matin,"Le Matin",CH,tier4
geneva_tribune,"Geneva Tribune ",CH,tier4
le_courrier,"Le Courrier ",CH,tier2
corriere_del_ticino,"Corriere Del Ticino ",CH,tier2
giornale_del_popolo,"Giornale Del Popolo ",CH,tier2
arzte_zeitung,"Arzte Zeitung ",DE,tier3
cbs_local_washington_dc,"CBS Local Washington DC ",US,tier2
climate_gov,Climate.Gov,GB,tier3
lobs,"L'obs ",FR,tier2
business_insider_australia,"Business Insider Australia ",AU,tier3
oncology_nurse_advisor,"Oncology Nurse Advisor ",US,tier3
skai_gr,Skai.gr,GR,tier2
2_minute_medicine,"2 Minute Medicine ",US,tier3
scientific_russia,"Scientific Russia ",RU,tier3
strf_ru,strf.ru,RU,tier3
science_and_life_russia,"Science and Life Russia ",RU,tier3
elementy_ru,elementy.ru,RU,tier3
vokrugsveta_ru,vokrugsveta.ru,RU,tier3
colta_ru_science_news,"Colta.ru Science News ",RU,tier3
tass_russia_news_agency,"TASS Russia News Agency",RU,tier2
tass_science,"TASS Science ",RU,tier2
investigacion_y_disarollo,"Investigacion y Disarollo ",MX,tier3
family_practise_news,"Family Practise News ",US,tier3
pharmastar_italy,"Pharmastar Italy",IT,tier3
today_topics,"Today Topics ",US,tier2
american_physical_society_physics,"American Physical Society - Physics ",US,tier3
20minutos,20minutos,ES,tier2
life_sciences_sweden,"Life Sciences Sweden ",SE,tier3
solar_daily,"Solar Daily ",US,tier3
nano,"Nano ",GB,tier3
sky_nightly,"Sky Nightly ",US,tier3
the_advocate,"The Advocate ",US,tier2
nanometer_ru,nanometer.ru,RU,tier3
greenfo,Greenfo,HU,tier3
south_wales_argus,"South Wales Argus ",GB,tier4
wales_online,"Wales Online ",GB,tier4
herald_tribune,"Herald Tribune ",US,tier2
nutraingredients_com,nutraingredients.com,GB,tier3
food_navigator,"Food Navigator ",GB,tier3
health_world,"Health World ",TW,tier3
diabetes_online,"Diabetes Online ",DE,tier3
texnomaniya,Texnomaniya,RU,tier3
engineers_online,"Engineers Online ",NL,tier3
c2wlabnews_nl,c2wlabnews.nl,NL,tier3
global_capital_asia,"Global Capital Asia ",GB,tier3
international_financing_review,"International Financing Review ",GB,tier3
business_times_singapore,"Business Times Singapore",SG,tier3
the_phnom_penh_post,"The Phnom Penh Post",KH,tier2
the_myanmar_times,"The Myanmar Times ",MM,tier2
ulan_bataar_post,"Ulan Bataar Post ",MN,tier2
business_world_phillipines,"Business World Phillipines ",PH,tier2
the_enquirer_phillipines,"The Inquirer (Phillipines)",PH,tier2
phillipine_star,"Phillipine Star",PH,tier2
manila_standard_today,"Manila Standard Today",PH,tier2
scientific_america_spain,"Scientific America - Spain",US,tier3
technical_weekly,"Technical Weekly ",NL,tier3
jagran_post,"Jagran Post",IN,tier2
liberation,Liberation,FR,tier2
asia_news,"Asia News",IT,tier3
the_speaker,"The Speaker",US,tier2
yenisafak,"Yenisafak ",TR,tier4
trt_haber,"TRT Haber ",TR,tier3
tasnim_news_agency,"Tasnim News Agency",IR,tier2
asia_research_news,"Asia Research News",SG,tier3
technologist_magazine,"Technologist Magazine ",BE,tier3
sri_lanka_source,"Sri Lanka Source ",LK,tier2
republika_online,"Republika Online ",ID,tier2
lab_manager,"Lab Manager ",US,tier3
pharmacy_times,"Pharmacy Times",US,tier3
china_post,"China Post",TW,tier2
china_topix,"China Topix ",CN,tier2
international_business_times_uk,"International Business Times (UK)",GB,tier3
bakery_info,"Bakery Info",GB,tier3
convenience_store,"Convenience Store ",GB,tier3
drinks_international,"Drinks International",GB,tier3
food_manufactre,"Food Manufacture",GB,tier3
forecourt_trader,"Forecourt Trader",GB,tier3
harpers_wine_and_spirits,"Harpers Wine and Spirits ",GB,tier3
meat_info,"Meat Info",GB,tier3
the_grocer,"The Grocer ",GB,tier3
the_publicans_morning_advertiser,"The Publican's Morning Advertiser ",GB,tier3
eth_zurich_news,"ETH Zurich News",CH,tier3
business_recorder,"Business Recorder",PK,tier2
biomass_magazine,"Biomass Magazine",US,tier3
cns_news,"CNS News",US,tier3
the_new_republic,"The New Republic",US,tier3
washington_times,"Washington Times ",US,tier2
seychelles_news_agency,"Seychelles News Agency",SC,tier2
newsmax_com,newsmax.com,US,tier2
alzforum,Alzforum,US,tier3
deutschlandfunk_de,deutschlandfunk.de,DE,tier3
agronomy_society_of_new_zealand,"Agronomy Society of New Zealand ",NZ,tier4
new_zealand_dairy_exporter,"New Zealand Dairy Exporter ",NZ,tier3
new_zealand_listener,"New Zealand Listener ",NZ,tier2
interest_co_nz,interest.co.nz,NZ,tier3
tvnz,TVNZ,NZ,tier3
radio_new_zealand,"Radio New Zealand ",NZ,tier2
clinical_endocrinology_news,"Clinical Endocrinology News ",US,tier3
philanthropy_news_digest,"Philanthropy News Digest",US,tier3
24_7_wall_street,"24/7 Wall Street ",US,tier3
american_association_of_retired_persons,"American Association of Retired Persons ",US,tier3
american_college_of_physicians,"American College of Physicians ",US,tier3
the_daily_star_lebanon,"The Daily Star (Lebanon) ",LB,tier2
scidev,SciDev,US,tier3
rural_news_group,"Rural News Group ",NZ,tier3
quebec_science,"Québec Science",CA,tier3
physicians_briefing,"Physician's Briefing",US,tier3
town_hall,"Town Hall",US,tier4
vision_monday,"Vision Monday",US,tier4
biospace,Biospace,US,tier4
good_day_sacramento,"Good Day Sacramento",US,tier4
mount_olive_tribune,"Mount Olive Tribune",US,tier4
wired_com,Wired.com,US,tier3
nutra_ingredients_usa,"Nutra Ingredients USA",US,tier3
lab_product_news,"Lab Product News",CA,tier3
test,test,,
chem_europe,"Chem Europe ",GB,tier3
st_daily,"ST Daily ",CN,tier2
gmw_cn,gmw.cn,CN,tier2
huanqiu_com,huanqiu.com,CN,tier2
ifeng_com,ifeng.com,CN,tier2
sina_com_cn,sina.com.cn,CN,tier2
qq_com,qq.com,CN,tier2
163_com,163.com,CN,tier3
news_cn,news.cn,CN,tier2
chinanews_com,chinanews.com,CN,tier2
cntv_cn,cntv.cn,CN,tier2
www_navy_mil,www.navy.mil,US,tier3
us_army_news,"US Army News ",US,tier3
hellogiggles_com,hellogiggles.com,US,tier4
oak_ridge_national_laboratory,"Oak Ridge National Laboratory ",US,tier3
bernews,"Bernews ",BM,tier2
international_livestock_research_institute_news,"International Livestock Research Institute News ",KE,tier3
rtl_niews,"RTL Niews ",NL,tier2
europa_nu,"Europa Nu ",NL,tier2
nos,"NOS ",NL,tier2
materials_views,"Advanced Science News",GB,tier3
daily_rx,"Daily RX ",US,tier3
stat_news,"Stat News",US,tier3
health_day,"Health Day ",US,tier3
healthline,"Healthline ",US,tier3
scripps_howard_foundation_wire,"Scripps Howard Foundation Wire ",US,tier3
wbs_radio,"WBS Radio",US,tier2
the_pink_sheet,"The Pink Sheet ",US,tier3
biocentury,BioCentury,US,tier3
bioworld,BioWorld,US,tier3
kaiser_health_news,"Kaiser Health News",US,tier3
tctmd,TCTMD,US,tier3
cardiology_news,"Cardiology News",US,tier3
governing_magazine,"Governing Magazine ",US,tier3
ny_teknik,"NY Teknik",SE,tier3
c2w_nl,c2w.nl,NL,tier3
mass_live,"Mass Live",US,tier2
air_force_times,"Air Force Times",US,tier3
alaska_public_media,"Alaska Public Media ",US,tier2
american_banker,"American Banker",US,tier3
american_health_line,"American Health Line",US,tier3
american_pharmacists_association,"American Pharmacists Association",US,tier3
anesthesiology_news,"Anesthesiology News",US,tier3
argus_leader,"Argus Leader ",US,tier2
the_arizona_republic,"The Arizona Republic",US,tier2
arkansas_online,"Arkansas Online",US,tier2
arkansas_news,"Arkansas News",US,tier2
the_atlanta_journal_constitution,"The Atlanta Journal Constitution",US,tier2
atlantic_information_services,"Atlantic Information Services, Inc ",US,tier3
the_augusta_chronicle,"The Augusta Chronicle ",US,tier2
bangor_daily_news,"Bangor Daily News ",US,tier2
behavioral_healthcare,"Behavioral Healthcare",US,tier3
belleville_news_democrat,"Belleville News-Democrat ",US,tier2
bennington_banner,"Bennington Banner",US,tier2
billings_gazette,"Billings Gazette",US,tier2
black_enterprise,"Black Enterprise",US,tier3
battleboro_reformer,"Battleboro Reformer",US,tier2
breitbart_news_network,"Breitbart News Network",US,tier2
burlington_free_press,"Burlington Free Press",US,tier2
business_journals,"Business Journals",US,tier3
business_record,"Business Record",US,tier3
california_healthline,"California Healthline",US,tier3
capital_journal,"Capital Journal",US,tier2
cato_institute,"Cato Institute",US,tier3
the_post_and_courier,"The Post and Courier",US,tier2
the_charlotte_observer,"The Charlotte Observer",US,tier2
northwest_herald,"Northwest Herald",US,tier2
cincinnati_enquirer,"Cincinnati Enquirer",US,tier2
clinical_advisor,"Clinical Advisor",US,tier3
cnn_money,"CNN Money",US,tier1
the_connecticut_mirror,"The Connecticut Mirror ",US,tier2
ct_post,"CT Post",US,tier2
evansville_courier_post,"Evansville Courier & Press",US,tier2
crains_chicago_business,"Crain's Chicago Business ",US,tier3
crains_cleveland_business,"Crain's Cleveland Business",US,tier3
crains_new_york_business,"Crain's New York Business",US,tier3
c_span,C-SPAN,US,tier1
daily_breeze,"Daily Breeze",US,tier2
the_daily_caller,"The Daily Caller",US,tier4
daily_finance,"Daily Finance",US,tier3
the_dallas_morning_news,"The Dallas Morning News",US,tier2
defense_news,"Defense News ",US,tier3
democrat_and_chronicle,"Democrat and Chronicle",US,tier2
the_detroit_news,"The Detroit News",US,tier2
diagnostic_imaging,"Diagnostic Imaging ",US,tier3
drug_topics,"Drug Topics",US,tier3
duluth_news_tribune,"Duluth News Tribune",US,tier2
el_paso,"El Paso",US,tier2
everyday_health,"Everyday Health",US,tier3
eweek,EWeek,US,tier2
fact_check,"Fact Check",US,tier2
fda_news,"FDA News",US,tier3
federal_news_radio,"Federal News Radio",US,tier3
fierce_health_finance,"Fierce  Health",US,tier3
the_fiscal_times,"The Fiscal Times",US,tier3
fivethirtyeight,FiveThirtyEight,US,tier2
florida_today,"Florida Today",US,tier2
gulfood,Gulfood,US,tier3
the_journal_gazette,"The Journal Gazette",US,tier2
star_telegram,Star-Telegram,US,tier2
fortune,Fortune,US,tier2
the_fresno_bee,"The Fresno Bee",US,tier2
georgia_health_news,"Georgia Health News",US,tier3
government_executive,"Government Executive",US,tier3
the_greenville_news,"The Greenville News",US,tier2
hartford_business,"Hartford Business",US,tier3
hcpro,HCPro,US,tier3
healthcare_informatics,"Healthcare Informatics",US,tier3
health_data_management,"Health Data Management ",US,tier3
health_facilities_management,"Health Facilities Management ",US,tier3
healthcare_it_news,"Healthcare IT News",US,tier3
healthcare_finance_news,"Healthcare Finance News",US,tier3
healthcare_info_security,"Healthcare Info Security",US,tier3
the_hechinger_report,"The Hechinger Report",US,tier3
lexington_herald_leader,"Lexington Herald Leader",US,tier2
here_now,"Here & Now",US,tier2
the_heritage_foundation,"The Heritage Foundation",US,tier3
high_plains_midwest_ag_journal,"High Plains Midwest Ag Journal",US,tier3
hospitals_health_networks,"Hospitals & Health Networks",US,tier3
humanosphere,Humanosphere,US,tier3
idaho_statements,"Idaho Statements",US,tier2
ihealthbeat,iHealthBeat,US,tier3
informationweek,InformationWeek,US,tier3
investopedia,"Investopedia ",US,tier3
journal_of_accountancy,"Journal of Accountancy",US,tier3
kansas_city_star,"Kansas City Star",US,tier2
kansas_public_radio,"Kansas Public Radio",US,tier2
kansas_city_university_radio,"Kansas City University Radio",US,tier2
the_keene_sentinel,"The Keene Sentinel ",US,tier2
abc_7_news,"ABC 7 News",US,tier2
king_5,"King 5",US,tier2
kiplinger,Kiplinger,US,tier3
kjzz,KJZZ,US,tier2
nbc4,NBC4,US,tier2
komo_news,"KOMO News",US,tier2
kpcc_southern_california_public_radio,"KPCC : Southern California Public Radio",US,tier2
houston_public_media,"Houston Public Media",US,tier2
kut,KUT,US,tier2
st_louis_public_radio,"St Louis Public Radio",US,tier2
la_opinion,"La Opinión",MX,tier2
las_vegas_sun_news,"Las Vegas Sun News",US,tier2
life_health_pro,"Life Health Pro",US,tier3
los_angeles_business_journal,"Los Angeles Business Journal",US,tier3
kennebec_journal_morning_sentinel,"Kennebec Journal & Morning Sentinel",US,tier2
managed_care_magazine,"Managed Care Magazine",US,tier3
managed_healthcare_executive,"Managed Healthcare Executive",US,tier3
marketplace,Marketplace,US,tier3
mcknights,McKnight's,US,tier3
medical_device_daily,"Medical Device Daily",US,tier3
medical_economics,"Medical Economics ",US,tier3
dominica_vibes,"Dominica Vibes ",DO,tier2
medical_marketing_and_media,"Medical Marketing and Media",US,tier3
minnesota_daily,"Minnesota Daily",US,tier2
mobi_health_news,"Mobi Health News",US,tier3
modern_healthcare,"Modern Healthcare",US,tier3
st_maarten_island_time,"St Maarten Island Time ",SX,tier2
montgomery_advertiser,"Montgomery Advertiser",US,tier2
naples_daily_news,"Naples Daily News",US,tier2
national_journal,"National Journal",US,tier2
the_new_england_journal_of_medicine,"The New England Journal of Medicine ",US,tier3
union_leader,"Union Leader",US,tier2
new_haven_register,"New Haven Register",US,tier2
new_york_post,"New York Post",US,tier1
pr_newswire,"PR Newswire",US,tier3
new_hampshire_public_radio,"New Hampshire Public Radio",US,tier2
nj_biz,"NJ BIZ",US,tier3
oregon_public_broadcasting,"Oregon Public Broadcasting",US,tier2
news_and_sentinel,"News and Sentinel",US,Tier2
cnbc_nightly_business_report,"CNBC: Nightly Business Report",US,tier2
pharmaceutical_executive,"Pharmaceutical Executive",US,tier3
physicians_practice,"Physicians Practice",US,tier3
physicians_weekly,"Physician's Weekly",US,tier3
pittsburgh_tribune_review,"Pittsburgh Tribune Review",US,tier2
press_of_atlantic_city,"Press of Atlantic City ",US,tier2
prevention,Prevention,US,tier4
public_radio_international,"Public Radio International",US,tier1
pulso,Pulso,CL,tier2
reading_eagle,"Reading Eagle",US,tier2
rhode_island_public_radio,"Rhode Island Public Radio",US,tier2
richmond_times_dispatch,"Richmond Times-Dispatch",US,tier2
roll_call,"Roll Call",US,tier2
rtt_news,"RTT News",US,tier2
the_salt_lake_tribune,"The Salt Lake Tribune",US,tier2
my_san_antonio,"My San Antonio",US,tier2
santa_cruz_sentinel,"Santa Cruz Sentinel",US,tier2
the_santa_fe_new_mexican,"The Santa Fe New Mexican",US,tier2
seacoast_online,"Seacoast Online",US,tier2
the_sentinel_echo,"The Sentinel-Echo",US,tier2
south_california_public_radio,"South California Public Radio",US,tier2
the_spokesman_review,"The Spokesman-Review",US,tier2
st_albans_messenger,"St. Albans Messenger",US,tier2
fox_news_26,"Fox News 26",US,tier2
st_louis_post_dispatch,"St. Louis Post-Dispatch",US,tier2
the_state_journal_register,"The State Journal-Register",US,tier2
sun_journal,"Sun Journal",US,tier2
take_part,"Take Part",US,tier2
the_taos_news,"The Taos News",US,tier2
texas_monthly,"Texas Monthly",US,tier2
texas_observer,"Texas Observer",US,tier2
the_texas_tribune,"The Texas Tribune",US,tier2
the_blaze,"The Blaze",US,tier2
brooklyn_daily_eagle,"Brooklyn Daily Eagle",US,tier2
chattanooga_times_free_press,"Chattanooga Times Free Press",US,tier2
courier_journal,Courier-Journal,US,tier2
the_day,"The Day",US,tier2
herald_mail_media,"Herald Mail Media",US,tier2
the_hill,"The Hill",US,tier2
the_hindu_business_line,"The Hindu Business Line",IN,tier2
the_indianapolis_star,"The Indianapolis Star",US,tier2
morning_consult,"Morning Consult ",US,tier3
moyers_company,"Moyers & Company",US,tier2
the_root,"The Root",US,tier3
abc_news_wmur_9,"ABC News WMUR 9",US,tier2
think_progress,"Think Progress",US,tier2
times_argus,"Times Argus",US,tier2
times_union,"Times Union",US,tier2
united_states_consumer_protection_safety_commission,"United States Consumer Protection Safety Commission ",US,tier3
ventura_county_star,"Ventura County Star",US,tier2
wabe,WABE,US,tier2
washington_examiner,"Washington Examiner",US,tier2
the_washington_informer,"The Washington Informer",US,tier2
wbez,WBEZ,US,tier2
wbur,WBUR,US,tier2
wcax,WCAX,US,tier2
wcpo,WCPO,US,tier2
the_wichita_eagle,"The Wichita Eagle",US,tier2
wilson_center,"Wilson Center",US,tier3
winston_salem_journal,"Winston-Salem Journal",US,tier2
wlrn,WLRN,US,tier2
wnyc,WNYC,US,tier2
worchester_business_journal,"Worcester Business Journal",US,tier3
telegram_com,telegram.com,US,tier2
wpri_12_eyewitness_news,"WPRI 12 Eyewitness News",US,tier2
wptz_news_channel_5,"WPTZ News Channel 5",US,tier2
wtop,WTOP,US,tier2
wunc,WUNC,US,tier2
wyoming_tribune_eagle,"Wyoming Tribune Eagle ",US,tier2
wypr,WYPR,US,tier2
yahoo_finance_usa,"Yahoo! Finance USA",US,tier2
electronic_design,"Electronic Design",US,tier3
new_electronics,"New Electronics ",GB,tier3
american_heart_association,"American Heart Association ",US,tier2
npr_the_salt,"NPR: The Salt",US,tier3
la_times_science_now,"LA Times",US,tier2
sf_gate,"SF Gate",US,tier2
pharmacy_news,"Pharmacy News",AU,tier3
aus_pharmacist,"Aus Pharmacist",AU,tier3
pharma_in_focus,"Pharma in Focus",AU,tier3
pharmacy_daily,"Pharmacy Daily",AU,tier3
medical_observer,"Medical Observer",AU,tier3
cnn_health,"CNN: Health",US,tier3
m_3_medical,"M 3 Medical",US,tier3
business_insider_uk,"Business Insider UK",GB,tier3
equities_com,Equities.com,US,tier3
financial_content,"Financial Content",US,tier3
minyanville_finance,"Minyanville: Finance ",US,tier3
moneyshow_stock_market,"MoneyShow: Stock Market",US,tier3
sign_of_the_times,"Sign of the Times",US,tier3
bustle,Bustle,US,tier4
kplc_7_news,"KPLC 7 News",US,tier2
kceng12,KCENG12,US,tier2
kten,KTEN,US,tier2
wsfa,"WSFA ",US,tier2
news_channel,"News Channel",US,tier2
wtvm,WTVM,US,tier2
walb,WALB,US,tier2
cw_richmond,"CW: Richmond",US,tier4
mississippi_news_now,"Mississippi News Now ",US,tier2
kx_news,"KX News",US,tier2
fox_14_news,"Fox 14 News",US,tier2
news_channel_6,"News Channel 6",US,tier2
wltz,WLTZ,US,tier2
2_news,"2 News",US,tier2
klkn_tv_eyewitness_news,"KLKN-TV Eyewitness News",US,tier2
wflx_fox_29,"WFLX Fox 29",US,tier2
wlox,WLOX,US,tier2
khq,KHQ,US,tier2
bloomberg,Bloomberg,US,tier3
examiner,Examiner,US,tier3
hawaii_news_now,"Hawaii News Now",US,tier2
wtol,WTOL,US,tier2
kusi_news,"KUSI News",US,tier2
gizmodo_australia,"Gizmodo Australia",AU,tier3
seeking_alpha,"Seeking Alpha",US,tier3
kcbd,KCBD,US,tier2
kuam,Kuam,GU,tier2
psychology_today,"Psychology Today",US,tier3
wall_street_select_investor,"Wall Street Select : Investor",US,tier3
pettinga_stock_market,"Pettinga: Stock Market",US,tier3
stock_nod_quotes,"Stock Nod: Quotes",US,tier3
kait_tv,KAIT-TV,US,tier2
7th_space_family_portal,"7th Space Family Portal",US,tier3
wvns_tv,WVNS-TV,US,tier2
science_alert,"Science Alert",US,tier3
wboy,WBOY,US,tier2
newson6,NewsOn6,US,tier2
wtrf_7_news,"WTRF 7 News",US,tier2
hal_archives_ouvertes,"HAL Archives-Ouvertes",FR,tier3
fat_pitch_financials_stock_quote,"Fat Pitch Financials: Stock Quote",US,tier3
cbs8,CBS8,US,tier2
wdam_tv,"WDAM - TV",US,tier2
cleveland_19,"Cleveland 19",US,tier2
huffington_post_uk,"Huffington Post UK",GB,tier1
scribd,Scribd,US,tier3
yahoo_finance_uk,"Yahoo! Finance UK ",GB,tier3
tech_insider,"Tech Insider",US,tier3
wtoc,WTOC,US,tier2
wistv,WISTV,US,tier2
wrcb_tv,"WRCB- TV",US,tier2
news_9,"News 9",US,tier2
fox_54,"Fox 54",US,tier2
wdrb,WDRB,US,tier2
wand_17,"WAND 17",US,tier2
gizmodo_india,"Gizmodo India",IN,tier3
14_news,"14 News",US,tier2
wave_3_news,"Wave 3 News",US,tier2
abc_40,"ABC 40",US,tier2
48_waff,"48 WAFF",US,tier2
my_fox_tallahassee,"My FOX Tallahassee",US,tier2
wfmj,WFMJ,US,tier2
nbc12,NBC12,US,tier2
newswest9,NewsWest9,US,tier2
kltv,KLTV,US,tier2
ktre,KTRE,US,tier2
md_magazine,"MD Magazine",US,tier3
erie_news_now,"Erie News Now",US,tier2
abc_7_news_kswo,"ABC 7 News KSWO",US,tier2
ksla_news_12,"KSLA News 12",US,tier2
wmbf_news,"WMBF News",US,tier2
gtn_news,"GTN News ",US,tier2
abc_6_news_wlne,"ABC 6 News WLNE",US,tier2
i4u,I4U,US,tier2
abc_ntv,"ABC NTV",US,tier2
kiiitv_3,"KiiiTV 3 ",US,tier2
gizmodo_uk,"Gizmodo UK",GB,tier3
wboc_16,"WBOC 16",US,tier2
business_insider_indonesia,"Business Insider Indonesia",IN,tier3
business_insider_malaysia,"Business Insider Malaysia",MY,tier3
business_insider_singapore,"Business Insider Singapore",SG,tier3
yahoo_finance_singapore,"Yahoo! Finance Singapore",SG,tier3
wafb_9,"WAFB 9",US,tier2
care2,Care2,US,tier3
ticker_tech,"Ticker Tech",US,tier3
fox_8_wvue,"Fox 8 WVUE",US,tier2
yahoo,Yahoo!,US,tier1
wmc_action_news_5,"WMC Action News 5",US,tier2
chinese_academy_of_science,"Chinese Academy of Science",CN,tier3
kstc_45_lifestyle,"KSTC 45 Lifestyle",US,tier4
south_carolina_news_now,"South Carolina News Now",US,tier2
12_news_kbmt,"12 News KBMT",US,tier2
mic,Mic,US,tier3
business_insider_india,"Business Insider India",ID,tier3
kfve_the_home_team,"KFVE The Home Team",US,tier3
nbc_right_now_kndu_25,"NBC Right Now KNDU 25",US,tier2
value_walk,"Value Walk",US,tier3
world_economic_forum,"World Economic Forum",CH,tier3
benzinga,Benzinga,US,tier3
pm_360,"PM 360",US,tier3
fox_wilmington,"Fox Wilmington",US,tier2
rocket_news,"Rocket News",US,tier2
united_health_care,"United Health Care",US,tier3
wuwm,WUWM,US,tier2
krwg_tv_fm,"KRWG TV/FM",US,tier2
the_state_journal,"The State Journal",US,tier2
scoop_sante,Scoop-santé,CA,tier3
ktep_el_paso,"KTEP El Paso",US,tier2
the_world_seeds,"The World Seeds ",CN,tier3
the_street_business_news,"The Street: Business News",US,tier2
sdpb_radio,"SDPB Radio",US,tier2
kcur,KCUR,US,tier2
alternet,Alternet,US,tier2
nhpr,NHPR,US,tier2
tri_states_public_radio,"Tri States Public Radio",US,tier2
boise_state_public_radio,"Boise State Public Radio",US,tier2
sys_con_media,"SYS-CON Media",US,tier3
review_seeker,"Review Seeker",US,tier4
iowa_public_radio,"Iowa Public Radio",US,tier2
nacio_digital,"Nació digital",ES,tier2
snewsi,sNEWSI,US,tier4
pr_web,"PR Web",US,tier3
pennenergy,PennEnergy,US,tier3
madrid,"Madrid ",ES,tier3
wcbe,"WCBE ",US,tier2
news_channel_10,"News Channel 10",US,tier2
buzzfeed,Buzzfeed,US,tier1
sante_blog,"Santé blog",FR,tier3
stockhouse,Stockhouse,US,tier3
kunm,KUNM,US,tier2
wyoming_public_radio,"Wyoming Public Radio",US,tier2
kera_news,"KERA News",US,tier2
north_carolina_public_radio,"North Carolina Public Radio",US,tier2
north_east_public_radio,"North East Public Radio",US,tier2
northern_public_radio,"Northern Public Radio",US,tier2
witchitas_public_radio,"Witchita's Public Radio",US,tier2
cloud_computing_journal,"Cloud Computing Journal",US,tier3
health_news,"Health: News",US,tier4
university_of_kansas_public_radio,"University of Kansas Public Radio",US,tier2
wuky,WUKY,US,tier2
central_coast_public_radio,"Central Coast Public Radio",US,tier2
arizona_public_radio,"Arizona Public Radio",US,tier2
wvpe,WVPE,US,tier2
a_koahnic_broadcast_station,"A Koahnic Broadcast Station",US,tier2
jazz_wclk,"Jazz WCLK",US,tier3
the_university_of_new_orleans_public_radio,"The University of New Orleans Public Radio ",US,tier2
omaha_public_radio,"Omaha Public Radio",US,tier2
wxpr,WXPR,US,tier2
abc_4_news,"ABC 4 News",US,tier2
press_people,"Press People",ES,tier3
daily_kos,"Daily Kos",US,tier3
northeastern_indiana_public_radio,"Northeastern Indiana Public Radio ",US,tier2
asian_scientist,"Asian Scientist",SG,tier3
rhode_island_public_radio_ri_npr,"Rhode Island Public Radio RI-NPR",US,tier2
american_council_on_science_and_health,"American Council on Science and Health",US,tier3
biz_wire_express,"Biz Wire Express",US,tier3
mauritania_vox,"Mauritania Vox",MR,tier3
sys_con_belgium,"SYS-CON Belgium",BE,tier3
radio_acadie,"Radio Acadie",US,tier2
yahoo_news_uk,"Yahoo! News UK",GB,tier1
ajax_world,"Ajax World",CA,tier3
slate_france,"Slate France",FR,tier1
opb,OPB,US,tier2
yahoo_news_singapore,"Yahoo! News Singapore",SG,tier1
citylab,CityLab,US,tier2
doccheck_news,"DocCheck News",GB,tier3
global_advisors,"Global Advisors",US,tier3
wkar,WKAR,US,tier2
kclu,KCLU,US,tier2
the_street,"The Street",US,tier3
interlochen_public_radio,"Interlochen Public Radio",US,tier2
fusion,Fusion,US,tier3
tucson_news_now,"Tucson News Now",US,tier2
international_journal_of_radiation_oncology,"International Journal of Radiation Oncology",US,tier3
gizmag,Gizmag,US,tier3
rolling_stone,"Rolling Stone",US,tier2
individual,Individual,US,tier3
new_england_public_radio,"New England Public Radio",US,tier2
wrkf,WRKF,US,tier2
doctissimo_news,"Doctissimo News",FR,tier3
free,"Free ",FR,tier2
bloomberg_view,"Bloomberg View",US,tier3
index,"Index Hungary",HU,tier2
ok,Ok,IT,tier3
enterprise_open_source,"Enterprise Open Source",US,tier3
la_voz_digital,"La Voz Digital",ES,tier3
us_news_health,"US News Health",US,tier3
foreign_affairs_new_zealand,"Foreign Affairs New Zealand",NZ,tier3
inc,Inc.,US,tier3
ulitzer,Ulitzer,US,tier3
s_p_news,"S P News",JP,tier3
wjct,WJCT,US,tier2
antimicrobial_agents_and_chemotherapry,"Antimicrobial Agents, and Chemotherapry",US,tier3
fresh_news,"Fresh News",US,tier3
ehe_me,EHE&ME,US,tier3
biotech_gate,"BioTech Gate",US,tier3
wall_street_online_denmark,"Wall Street Online Denmark",DK,tier3
wall_street_online_germany,"Wall Street Online Germany",DE,tier3
science_recorder,"Science Recorder",US,tier3
nasdaq,NASDAQ,US,tier1
refinery29,Refinery29,US,tier4
